Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Credit_Limit,Avg_Utilization_Ratio
0,42,M,3,Graduate,Married,$80K - $120K,Blue,26,1,8480.0,0.158
0,41,F,4,Graduate,Divorced,Less than $40K,Blue,37,5,7492.0,0.187
0,51,M,4,High School,Single,$40K - $60K,Blue,36,2,10017.0,0.185
1,53,F,4,Graduate,Married,Less than $40K,Blue,36,2,4005.0,0.0
1,41,M,3,Doctorate,Single,$80K - $120K,Blue,29,2,24001.0,0.068
0,49,F,4,College,Married,Less than $40K,Blue,36,1,3244.0,0.0
1,57,M,1,Graduate,Married,$80K - $120K,Blue,36,3,4829.0,0.501
0,53,F,1,Graduate,Single,Less than $40K,Blue,46,6,2266.0,0.0
0,41,M,2,Graduate,Married,$120K +,Blue,32,5,14302.0,0.147
1,43,M,1,Graduate,Married,$80K - $120K,Blue,37,4,25517.0,0.013
0,40,M,2,Graduate,Married,$40K - $60K,Silver,33,4,18737.0,0.0
0,43,F,3,Graduate,Married,Less than $40K,Blue,38,2,1530.0,0.0
1,32,M,0,High School,Married,$120K +,Blue,27,3,22382.0,0.0
0,38,F,3,Graduate,Single,$40K - $60K,Blue,36,1,2132.0,0.508
0,46,M,3,High School,Single,$40K - $60K,Blue,42,3,8285.0,0.164
1,44,F,3,College,Married,Less than $40K,Blue,36,2,5357.0,0.399
0,53,F,2,Graduate,Married,Less than $40K,Blue,40,6,6174.0,0.23
0,41,M,4,College,Divorced,$60K - $80K,Blue,35,5,2001.0,0.0
0,45,F,0,Doctorate,Married,$40K - $60K,Silver,36,1,19107.0,0.049
1,50,M,2,High School,Married,$120K +,Silver,37,5,34516.0,0.012
1,43,M,4,College,Married,$40K - $60K,Blue,32,6,4373.0,0.0
1,62,F,2,Graduate,Married,Less than $40K,Blue,52,4,2490.0,0.206
0,39,M,1,Uneducated,Married,Less than $40K,Blue,28,3,4683.0,0.537
0,56,F,1,Graduate,Married,Less than $40K,Blue,51,3,1438.3,0.0
1,51,F,1,High School,Single,Less than $40K,Blue,33,6,2006.0,0.802
0,37,F,3,Uneducated,Single,Less than $40K,Blue,29,5,2584.0,0.625
0,40,F,3,Uneducated,Single,Less than $40K,Blue,30,5,1625.0,0.561
0,51,M,3,Uneducated,Married,$80K - $120K,Blue,42,5,1507.0,0.638
0,56,F,1,College,Married,$40K - $60K,Blue,44,5,4088.0,0.381
1,36,F,3,Uneducated,Single,Less than $40K,Blue,22,3,2784.0,0.854
0,38,F,2,High School,Married,Less than $40K,Blue,27,4,1830.0,0.0
0,52,F,2,Graduate,Married,$40K - $60K,Silver,42,3,19220.0,0.0
0,53,M,1,Graduate,Single,$80K - $120K,Blue,41,5,18591.0,0.053
0,49,M,0,High School,Single,$80K - $120K,Blue,43,6,1883.0,0.688
0,48,F,2,College,Married,Less than $40K,Blue,44,5,4570.0,0.534
0,50,M,3,High School,Single,$80K - $120K,Blue,39,3,21322.0,0.104
0,50,F,1,High School,Single,Less than $40K,Blue,36,1,4517.0,0.495
0,50,M,3,Uneducated,Single,$120K +,Blue,38,6,22304.0,0.06
0,42,M,3,Graduate,Single,$60K - $80K,Blue,32,6,1438.3,0.0
0,43,M,2,High School,Single,$60K - $80K,Blue,36,4,6976.0,0.0
1,53,F,2,Uneducated,Single,Less than $40K,Blue,45,1,1981.0,0.766
0,57,M,2,Graduate,Married,$120K +,Silver,39,4,34516.0,0.042
1,51,F,2,Doctorate,Married,Less than $40K,Blue,41,2,6630.0,0.138
0,56,F,3,Graduate,Single,Less than $40K,Blue,36,4,2836.0,0.48
0,58,F,3,Graduate,Married,Less than $40K,Blue,36,2,5023.0,0.37
0,55,F,3,College,Single,Less than $40K,Gold,35,2,15987.0,0.123
0,45,F,3,Uneducated,Divorced,$40K - $60K,Blue,36,3,4209.0,0.309
0,45,M,0,Graduate,Single,$40K - $60K,Blue,37,4,10271.0,0.17
0,35,F,2,High School,Single,Less than $40K,Silver,15,5,13882.0,0.105
0,60,M,0,Uneducated,Single,Less than $40K,Blue,53,5,2402.0,0.719
1,46,F,4,Graduate,Married,Less than $40K,Blue,28,4,8318.0,0.303
0,58,M,4,Graduate,Married,$60K - $80K,Blue,36,6,5967.0,0.394
0,41,M,3,High School,Single,$80K - $120K,Gold,28,2,34516.0,0.061
0,59,M,1,Doctorate,Single,$60K - $80K,Blue,53,3,9055.0,0.172
0,41,M,2,Graduate,Single,$60K - $80K,Blue,31,3,8228.0,0.235
0,62,F,1,College,Married,Less than $40K,Blue,44,3,2378.0,0.677
0,38,M,3,Graduate,Married,$60K - $80K,Blue,34,6,5323.0,0.432
1,42,F,3,High School,Single,Less than $40K,Blue,36,2,2145.0,0.0
0,50,M,1,High School,Married,Less than $40K,Blue,35,2,3968.0,0.571
0,37,M,2,Uneducated,Divorced,Less than $40K,Silver,36,3,11568.0,0.16
0,39,M,2,Graduate,Married,$60K - $80K,Blue,27,3,13003.0,0.0
0,37,F,2,High School,Married,Less than $40K,Blue,31,5,2352.0,0.0
1,43,F,3,High School,Single,$40K - $60K,Blue,34,1,1654.0,0.891
1,38,F,0,High School,Single,Less than $40K,Blue,22,3,1556.0,0.0
0,48,F,3,High School,Married,Less than $40K,Blue,36,5,1438.3,0.0
1,51,F,2,Uneducated,Single,Less than $40K,Blue,36,3,1438.3,0.446
0,42,F,4,Graduate,Single,Less than $40K,Blue,32,3,6158.0,0.0
0,57,F,1,High School,Single,Less than $40K,Blue,41,4,2442.0,0.696
0,44,M,3,Graduate,Divorced,$60K - $80K,Silver,34,2,34516.0,0.048
0,55,M,2,High School,Single,$80K - $120K,Blue,36,3,18022.0,0.0
0,65,F,0,High School,Single,$40K - $60K,Blue,36,3,10962.0,0.142
0,41,F,1,Graduate,Single,$40K - $60K,Blue,28,1,8482.0,0.069
0,51,F,4,Uneducated,Divorced,Less than $40K,Blue,40,5,1562.0,0.677
0,62,M,1,High School,Married,Less than $40K,Blue,53,5,2077.0,0.756
0,41,F,1,High School,Divorced,Less than $40K,Blue,36,2,7106.0,0.286
0,41,F,4,Graduate,Single,Less than $40K,Blue,24,3,2069.0,0.673
1,53,F,2,High School,Married,Less than $40K,Blue,36,6,3918.0,0.642
0,46,F,3,Graduate,Single,$40K - $60K,Blue,41,4,3492.0,0.443
0,44,F,2,Uneducated,Single,Less than $40K,Blue,36,5,2097.0,0.584
0,50,M,2,Graduate,Single,$120K +,Blue,36,3,34516.0,0.03
0,47,F,2,High School,Single,Less than $40K,Blue,41,1,3108.0,0.636
0,32,M,1,Uneducated,Single,$80K - $120K,Blue,15,2,3371.0,0.454
0,51,F,2,College,Married,Less than $40K,Blue,25,4,3042.0,0.0
0,58,M,3,College,Married,$120K +,Blue,54,5,3452.0,0.605
1,34,M,4,Uneducated,Single,$60K - $80K,Blue,20,3,3940.0,0.351
0,51,F,5,Post-Graduate,Married,Less than $40K,Blue,44,5,3449.0,0.463
0,44,M,2,Post-Graduate,Married,$80K - $120K,Blue,37,5,34058.0,0.0
1,51,F,4,Graduate,Single,Less than $40K,Blue,44,5,1483.0,0.0
0,50,M,5,Post-Graduate,Married,$120K +,Silver,36,5,34516.0,0.026
1,40,F,3,Graduate,Married,Less than $40K,Blue,29,6,1479.0,0.31
0,49,M,1,High School,Married,$60K - $80K,Blue,36,2,2465.0,0.541
1,45,F,4,Graduate,Married,Less than $40K,Blue,34,3,1438.3,0.0
0,26,F,1,College,Single,Less than $40K,Blue,15,5,1438.3,0.512
1,48,M,3,High School,Married,$80K - $120K,Blue,42,1,9959.0,0.0
1,55,M,1,College,Single,$80K - $120K,Blue,48,3,6846.0,0.0
0,39,F,5,College,Single,Less than $40K,Blue,30,4,4710.0,0.397
0,36,F,1,Post-Graduate,Married,Less than $40K,Blue,23,6,3107.0,0.758
0,50,F,1,Graduate,Married,Less than $40K,Blue,44,3,2602.0,0.62
0,53,M,3,Graduate,Single,$80K - $120K,Blue,46,5,9065.0,0.171
0,42,M,3,Graduate,Single,$80K - $120K,Silver,31,2,34516.0,0.061
0,48,M,4,High School,Single,$60K - $80K,Blue,42,5,2384.0,0.669
1,33,F,0,Uneducated,Single,$40K - $60K,Blue,15,3,1438.3,0.0
0,45,F,4,Graduate,Married,Less than $40K,Silver,40,2,10677.0,0.0
0,55,M,3,Doctorate,Married,$120K +,Blue,40,4,12875.0,0.087
0,44,F,1,High School,Single,Less than $40K,Blue,36,3,6159.0,0.266
0,42,M,2,Graduate,Single,$40K - $60K,Blue,36,1,1438.3,0.477
0,47,F,2,High School,Married,Less than $40K,Blue,34,4,2730.0,0.722
0,61,M,0,Graduate,Married,$60K - $80K,Blue,54,3,1616.0,0.648
0,49,M,0,High School,Single,$80K - $120K,Blue,39,2,2221.0,0.581
0,43,F,4,Graduate,Single,Less than $40K,Blue,34,2,2005.0,0.63
1,48,M,5,High School,Married,$40K - $60K,Blue,39,3,7897.0,0.02
0,31,M,1,Post-Graduate,Single,$40K - $60K,Blue,20,5,13734.0,0.0
0,34,M,2,Graduate,Single,$120K +,Blue,27,3,31313.0,0.069
0,48,M,4,Uneducated,Single,$40K - $60K,Blue,38,6,8327.0,0.186
0,53,F,0,Uneducated,Married,$40K - $60K,Blue,40,1,2772.0,0.871
0,56,M,2,Doctorate,Single,$80K - $120K,Blue,48,4,4480.0,0.55
0,37,M,4,High School,Married,$60K - $80K,Blue,24,3,5335.0,0.402
0,33,F,1,High School,Single,Less than $40K,Blue,25,6,6193.0,0.112
0,46,M,3,Graduate,Divorced,$80K - $120K,Blue,36,5,3210.0,0.648
1,47,F,3,Graduate,Married,Less than $40K,Silver,36,4,14057.0,0.098
1,41,F,2,College,Divorced,Less than $40K,Blue,36,3,1569.0,0.164
1,53,F,4,Graduate,Married,Less than $40K,Blue,36,2,1438.3,0.0
1,41,M,4,Graduate,Single,$80K - $120K,Silver,29,2,34516.0,0.0
0,45,F,3,High School,Single,Less than $40K,Blue,36,6,2020.0,0.546
0,35,F,2,Graduate,Single,Less than $40K,Blue,23,6,2317.0,0.562
0,36,M,1,Uneducated,Single,$80K - $120K,Blue,30,4,13005.0,0.165
0,57,M,1,Uneducated,Married,$120K +,Blue,36,6,24545.0,0.071
0,52,F,3,College,Married,$40K - $60K,Blue,47,6,4717.0,0.0
0,42,M,2,Graduate,Divorced,$80K - $120K,Blue,35,5,6779.0,0.2
1,45,F,3,Uneducated,Divorced,Less than $40K,Blue,32,3,1942.0,0.0
0,32,M,1,High School,Married,$60K - $80K,Blue,24,4,4116.0,0.297
0,34,F,1,College,Married,Less than $40K,Blue,16,6,2221.0,0.817
0,38,F,3,College,Married,Less than $40K,Blue,31,3,5523.0,0.456
0,36,F,3,High School,Married,Less than $40K,Blue,28,3,1967.0,0.0
0,52,F,2,High School,Single,Less than $40K,Blue,35,5,1954.0,0.414
0,36,M,2,High School,Married,$80K - $120K,Blue,26,4,15982.0,0.106
0,59,M,1,Graduate,Married,$40K - $60K,Blue,36,6,2300.0,0.854
0,61,F,0,Graduate,Single,$40K - $60K,Blue,56,4,7118.0,0.114
0,45,M,4,Doctorate,Married,$80K - $120K,Blue,39,2,1438.3,0.808
1,44,F,2,Graduate,Single,Less than $40K,Blue,36,5,1438.3,0.0
0,54,M,4,Graduate,Married,$120K +,Blue,50,4,2872.0,0.709
1,58,F,0,High School,Single,Less than $40K,Blue,46,5,1977.0,0.0
0,48,M,3,Graduate,Single,$80K - $120K,Blue,35,6,13551.0,0.095
0,58,M,1,College,Single,$80K - $120K,Blue,49,3,9890.0,0.0
1,40,F,3,Uneducated,Married,Less than $40K,Blue,34,5,2694.0,0.0
0,33,F,3,Graduate,Married,Less than $40K,Blue,20,5,1438.3,0.0
1,47,M,3,Uneducated,Divorced,$120K +,Silver,42,2,34516.0,0.0
0,44,M,1,College,Single,$40K - $60K,Blue,40,6,4274.0,0.393
0,38,F,4,Doctorate,Married,Less than $40K,Blue,26,4,4002.0,0.35
1,50,F,3,High School,Married,Less than $40K,Blue,40,6,2897.0,0.52
0,49,F,1,Graduate,Married,Less than $40K,Blue,36,2,3423.0,0.639
0,41,M,3,High School,Married,$80K - $120K,Blue,33,2,13818.0,0.044
0,37,F,2,High School,Married,Less than $40K,Blue,36,3,2588.0,0.689
0,38,F,1,High School,Married,Less than $40K,Blue,28,6,1438.3,0.0
0,63,M,1,Uneducated,Single,Less than $40K,Blue,56,3,6973.0,0.361
0,44,M,4,Graduate,Single,$60K - $80K,Blue,39,2,9682.0,0.178
0,40,M,2,High School,Married,$120K +,Blue,27,5,12248.0,0.108
0,43,F,1,High School,Single,$40K - $60K,Blue,36,5,8156.0,0.0
0,44,M,3,Graduate,Single,$60K - $80K,Blue,37,2,14546.0,0.117
0,47,F,3,Graduate,Married,Less than $40K,Blue,27,3,1451.0,0.0
0,33,M,2,Graduate,Married,$60K - $80K,Blue,13,3,1963.0,0.877
0,56,M,2,Doctorate,Married,$60K - $80K,Blue,45,6,2283.0,0.626
0,65,F,1,College,Married,Less than $40K,Blue,54,3,2888.0,0.393
1,33,M,3,Graduate,Married,$80K - $120K,Blue,36,6,7140.0,0.0
0,37,M,1,Graduate,Married,$80K - $120K,Blue,21,6,5120.0,0.0
1,37,F,2,Graduate,Married,$40K - $60K,Blue,36,5,1959.0,0.338
0,45,M,2,Graduate,Single,Less than $40K,Silver,32,2,12695.0,0.127
0,57,M,2,Uneducated,Single,$80K - $120K,Blue,53,5,34516.0,0.061
0,56,M,2,Graduate,Single,$120K +,Blue,51,1,4675.0,0.287
0,51,F,2,Graduate,Single,Less than $40K,Blue,36,4,4970.0,0.32
0,27,F,1,High School,Single,Less than $40K,Blue,19,4,4255.0,0.411
0,47,F,3,College,Single,Less than $40K,Blue,36,3,2500.0,0.468
0,51,F,3,Graduate,Married,Less than $40K,Blue,44,6,7742.0,0.261
0,43,M,3,Uneducated,Single,$60K - $80K,Blue,30,1,1438.3,0.0
0,53,F,2,Graduate,Single,Less than $40K,Blue,43,3,6853.0,0.216
0,44,M,3,Post-Graduate,Married,$80K - $120K,Blue,32,3,34516.0,0.052
0,51,M,2,Graduate,Married,$80K - $120K,Blue,40,3,3290.0,0.748
0,39,M,2,Graduate,Divorced,$60K - $80K,Blue,34,5,2267.0,0.0
0,58,F,3,College,Married,Less than $40K,Blue,53,4,2493.0,0.628
0,52,F,1,High School,Married,$40K - $60K,Blue,36,5,3136.0,0.594
0,34,F,2,High School,Married,Less than $40K,Blue,13,6,1798.0,0.463
0,40,F,3,Uneducated,Married,Less than $40K,Blue,27,1,2840.0,0.886
1,47,F,4,Graduate,Single,Less than $40K,Blue,40,6,2473.0,0.0
0,37,F,3,High School,Married,Less than $40K,Blue,19,5,4138.0,0.0
1,49,F,2,Graduate,Married,Less than $40K,Blue,39,3,2212.0,0.0
0,50,M,1,Graduate,Married,$80K - $120K,Silver,45,2,34516.0,0.027
1,50,M,1,Graduate,Divorced,$120K +,Blue,42,1,1656.0,0.0
0,50,F,3,Graduate,Married,$40K - $60K,Blue,39,5,12610.0,0.089
1,45,M,3,College,Married,$80K - $120K,Blue,36,3,3031.0,0.83
0,53,F,2,College,Single,Less than $40K,Blue,48,2,8259.0,0.143
0,47,M,4,High School,Divorced,$60K - $80K,Blue,36,6,1943.0,0.851
0,44,F,1,High School,Married,$40K - $60K,Blue,35,6,6849.0,0.0
0,34,M,2,Uneducated,Married,$40K - $60K,Blue,26,5,1438.3,0.492
0,37,F,0,Graduate,Divorced,$40K - $60K,Blue,28,4,1920.0,0.0
0,45,M,5,Graduate,Married,$80K - $120K,Blue,40,1,29227.0,0.039
0,36,M,3,Graduate,Single,$60K - $80K,Blue,30,3,2789.0,0.568
1,57,F,3,High School,Single,Less than $40K,Blue,36,4,2347.0,0.81
1,48,M,5,Post-Graduate,Single,$120K +,Silver,41,5,34516.0,0.073
1,43,M,3,High School,Married,$60K - $80K,Blue,36,1,8663.0,0.033
0,51,F,4,Doctorate,Married,Less than $40K,Blue,43,6,2066.0,0.521
0,45,F,3,High School,Divorced,$40K - $60K,Silver,36,2,18000.0,0.102
0,56,F,1,Graduate,Single,Less than $40K,Blue,47,5,2086.0,0.859
0,37,F,3,College,Married,Less than $40K,Blue,27,4,1438.3,0.478
0,38,F,3,Graduate,Married,Less than $40K,Blue,18,6,2193.0,0.575
0,35,F,4,Graduate,Single,Less than $40K,Blue,22,6,1438.3,0.0
0,61,F,0,Graduate,Married,Less than $40K,Blue,53,4,2942.0,0.687
0,52,M,2,Graduate,Married,$60K - $80K,Blue,41,4,2628.0,0.835
0,61,M,0,Post-Graduate,Single,$60K - $80K,Blue,36,6,11236.0,0.051
0,57,M,2,Uneducated,Single,$80K - $120K,Blue,51,6,30622.0,0.0
0,55,F,0,Graduate,Married,Less than $40K,Blue,40,4,1513.0,0.479
1,46,M,2,Doctorate,Married,$80K - $120K,Blue,29,1,17667.0,0.0
0,56,M,3,Uneducated,Single,$60K - $80K,Blue,49,3,1623.0,0.0
0,49,M,3,High School,Married,$60K - $80K,Gold,42,3,34516.0,0.0
0,51,F,4,Graduate,Single,Less than $40K,Blue,39,3,2847.0,0.731
0,52,M,4,Uneducated,Married,$60K - $80K,Blue,39,5,2641.0,0.6
1,48,F,4,Doctorate,Divorced,$40K - $60K,Blue,35,4,3646.0,0.287
0,61,M,0,Graduate,Married,$60K - $80K,Blue,48,1,15483.0,0.139
0,33,M,3,High School,Married,$40K - $60K,Blue,23,1,6392.0,0.224
0,40,M,5,High School,Single,$40K - $60K,Blue,20,5,2984.0,0.63
0,45,M,5,Doctorate,Married,$80K - $120K,Blue,35,2,2226.0,0.552
0,43,M,4,Graduate,Single,$60K - $80K,Blue,24,5,19188.0,0.0
1,36,F,4,Graduate,Married,Less than $40K,Blue,24,3,3261.0,0.772
0,54,F,0,Doctorate,Single,Less than $40K,Blue,43,4,3186.0,0.304
0,41,F,3,High School,Married,Less than $40K,Blue,15,1,4662.0,0.0
1,49,F,3,Doctorate,Married,Less than $40K,Blue,29,3,7066.0,0.0
0,45,F,1,Doctorate,Single,Less than $40K,Blue,36,6,1438.3,0.0
0,35,M,1,Post-Graduate,Married,$80K - $120K,Blue,27,3,25516.0,0.053
0,46,F,3,High School,Married,$40K - $60K,Blue,34,2,3336.0,0.506
1,38,M,3,College,Single,$60K - $80K,Blue,18,5,16317.0,0.0
1,44,M,3,Graduate,Married,$80K - $120K,Blue,25,5,25256.0,0.038
0,51,F,1,High School,Single,Less than $40K,Blue,43,4,2827.0,0.463
1,40,M,3,Uneducated,Single,$80K - $120K,Blue,27,4,3427.0,0.0
0,47,M,5,High School,Married,$60K - $80K,Blue,38,4,7357.0,0.145
0,63,F,0,Uneducated,Single,Less than $40K,Blue,56,2,7264.0,0.117
0,49,M,2,Graduate,Married,$120K +,Blue,40,2,14646.0,0.099
0,55,M,3,Uneducated,Single,$80K - $120K,Blue,46,4,13598.0,0.063
0,53,F,2,Graduate,Single,$40K - $60K,Blue,42,6,5332.0,0.0
0,55,F,3,Graduate,Single,$40K - $60K,Blue,37,5,3187.0,0.451
0,46,M,4,Uneducated,Married,$80K - $120K,Blue,33,1,13490.0,0.116
0,40,M,3,High School,Single,$80K - $120K,Blue,28,5,21617.0,0.0
0,63,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,1970.0,0.621
0,40,F,3,Uneducated,Single,Less than $40K,Blue,36,6,2040.0,0.531
1,50,M,2,College,Single,$80K - $120K,Blue,44,5,3495.0,0.0
0,49,F,2,Post-Graduate,Married,Less than $40K,Blue,44,4,1644.0,0.0
1,43,M,4,Graduate,Single,$120K +,Blue,36,1,33384.0,0.0
0,52,F,2,Uneducated,Married,Less than $40K,Blue,43,3,6897.0,0.093
0,41,M,2,High School,Divorced,$80K - $120K,Blue,36,6,1636.0,0.603
1,52,M,3,Graduate,Married,$120K +,Blue,36,1,3841.0,0.655
0,49,F,3,Post-Graduate,Married,$40K - $60K,Blue,41,6,1869.0,0.406
0,42,F,3,High School,Married,Less than $40K,Blue,36,4,9351.0,0.158
0,30,M,1,High School,Married,$60K - $80K,Blue,17,3,7906.0,0.206
0,40,F,4,Graduate,Single,Less than $40K,Gold,20,6,15987.0,0.123
0,41,F,1,Uneducated,Married,$40K - $60K,Blue,36,3,2235.0,0.755
0,49,F,2,Uneducated,Married,Less than $40K,Blue,36,3,2505.0,0.0
0,40,M,4,Uneducated,Married,$80K - $120K,Blue,23,6,9760.0,0.17
0,26,M,0,High School,Single,$60K - $80K,Blue,21,6,1672.0,0.572
0,50,M,4,College,Married,$120K +,Blue,36,6,7084.0,0.0
1,39,M,2,College,Married,$60K - $80K,Blue,26,1,3879.0,0.0
1,48,F,4,High School,Married,$40K - $60K,Blue,43,4,1438.3,0.0
1,50,M,2,Doctorate,Married,$120K +,Silver,45,6,34516.0,0.0
0,50,F,2,High School,Married,Less than $40K,Blue,43,6,2927.0,0.482
0,48,F,4,Uneducated,Married,Less than $40K,Blue,41,5,2340.0,0.718
0,58,M,2,Post-Graduate,Married,$80K - $120K,Blue,39,4,3742.0,0.673
0,51,F,2,Doctorate,Single,Less than $40K,Blue,40,3,1438.3,0.802
0,44,M,3,Graduate,Married,$40K - $60K,Blue,27,4,10747.0,0.149
0,48,M,4,Post-Graduate,Single,$120K +,Blue,38,5,34516.0,0.047
0,49,F,3,Uneducated,Married,Less than $40K,Blue,31,6,2960.0,0.62
0,39,F,4,Uneducated,Single,$40K - $60K,Blue,34,4,10264.0,0.078
0,49,F,2,Uneducated,Married,Less than $40K,Blue,41,5,2189.0,0.85
0,46,M,3,Uneducated,Married,$60K - $80K,Blue,33,2,12745.0,0.0
1,51,F,2,College,Married,$40K - $60K,Blue,46,3,4882.0,0.142
1,40,F,2,Doctorate,Married,$40K - $60K,Blue,27,4,2208.0,0.0
0,39,M,3,Graduate,Married,$40K - $60K,Blue,28,4,3478.0,0.0
1,44,F,4,Graduate,Married,Less than $40K,Blue,31,3,2184.0,0.0
0,37,M,1,Graduate,Married,$60K - $80K,Blue,31,5,20144.0,0.059
0,51,F,1,College,Married,$40K - $60K,Blue,44,4,1438.3,0.0
1,45,F,3,College,Married,Less than $40K,Blue,36,4,2330.0,0.985
0,55,M,2,Uneducated,Married,$120K +,Blue,48,2,6577.0,0.274
1,48,M,3,Uneducated,Married,$120K +,Blue,36,5,34516.0,0.023
0,46,F,2,High School,Divorced,Less than $40K,Blue,41,1,2841.0,0.636
0,39,F,1,College,Single,Less than $40K,Blue,32,4,2144.0,0.726
0,52,F,5,Graduate,Single,$40K - $60K,Blue,41,4,3035.0,0.646
0,49,F,1,Graduate,Married,$40K - $60K,Blue,39,3,7201.0,0.277
0,53,M,3,Uneducated,Divorced,$60K - $80K,Blue,33,4,13513.0,0.111
1,36,F,3,Graduate,Single,$40K - $60K,Blue,22,1,2013.0,0.0
0,57,M,5,High School,Married,$80K - $120K,Blue,50,4,13427.0,0.0
0,42,M,4,Graduate,Married,$60K - $80K,Silver,28,5,28202.0,0.03
0,32,M,0,High School,Married,$40K - $60K,Blue,24,5,3735.0,0.315
0,28,F,0,Graduate,Divorced,Less than $40K,Blue,23,5,3818.0,0.153
0,37,F,2,High School,Married,$40K - $60K,Blue,26,3,2946.0,0.854
1,47,M,4,Graduate,Single,$120K +,Blue,35,3,7015.0,0.0
0,44,M,4,High School,Single,$60K - $80K,Blue,40,4,14370.0,0.066
0,44,M,4,Graduate,Married,$80K - $120K,Blue,36,3,20485.0,0.0
0,65,M,0,Uneducated,Single,Less than $40K,Blue,56,4,3226.0,0.643
1,30,F,0,Graduate,Divorced,Less than $40K,Blue,18,5,4203.0,0.237
0,51,M,4,Uneducated,Single,$80K - $120K,Silver,38,4,34516.0,0.044
0,49,F,2,High School,Married,$40K - $60K,Blue,40,5,3263.0,0.466
0,38,M,3,High School,Married,$40K - $60K,Blue,32,6,8603.0,0.122
0,52,M,2,High School,Married,$80K - $120K,Blue,43,4,31258.0,0.049
0,35,F,2,High School,Married,Less than $40K,Blue,22,4,2544.0,0.726
0,53,F,4,High School,Divorced,$40K - $60K,Blue,43,3,10948.0,0.044
0,53,M,1,Graduate,Married,$80K - $120K,Blue,40,4,4186.0,0.0
0,52,F,0,Uneducated,Married,Less than $40K,Blue,34,4,2001.0,0.48
0,45,F,3,Graduate,Single,Less than $40K,Blue,39,2,1438.3,0.0
0,47,M,3,High School,Single,$60K - $80K,Blue,39,2,2843.0,0.616
0,53,M,3,College,Married,$120K +,Blue,43,4,14938.0,0.077
0,41,F,4,High School,Single,Less than $40K,Blue,31,3,5773.0,0.0
0,45,F,4,Graduate,Single,Less than $40K,Blue,40,3,2110.0,0.4
0,48,F,3,High School,Married,$40K - $60K,Blue,38,3,2151.0,0.0
0,32,F,1,Post-Graduate,Married,Less than $40K,Blue,20,5,2234.0,0.835
0,53,F,1,Graduate,Divorced,Less than $40K,Blue,46,5,3424.0,0.389
0,53,M,1,High School,Married,$120K +,Blue,36,6,3312.0,0.557
0,47,M,2,College,Divorced,$80K - $120K,Blue,31,3,5295.0,0.137
0,41,F,2,College,Married,$40K - $60K,Blue,36,6,6602.0,0.0
0,47,F,2,Graduate,Married,Less than $40K,Blue,36,6,2726.0,0.0
0,44,F,3,Graduate,Single,Less than $40K,Blue,36,5,4066.0,0.253
0,37,M,2,High School,Married,$80K - $120K,Blue,31,3,7304.0,0.0
0,59,M,0,High School,Single,$120K +,Blue,36,4,3422.0,0.304
0,38,M,1,High School,Single,$60K - $80K,Blue,28,2,21906.0,0.0
0,44,M,4,Graduate,Single,$40K - $60K,Blue,36,5,11346.0,0.0
0,46,M,2,High School,Married,$60K - $80K,Blue,40,4,5265.0,0.0
1,53,M,2,High School,Married,$120K +,Blue,46,4,7474.0,0.0
0,43,F,3,Graduate,Single,Less than $40K,Blue,35,1,1620.0,0.476
0,37,M,2,Graduate,Single,$80K - $120K,Blue,36,4,14926.0,0.0
0,54,M,3,High School,Married,$120K +,Blue,43,4,13219.0,0.0
0,55,F,1,Graduate,Single,Less than $40K,Blue,42,6,2517.0,0.499
0,40,M,5,Graduate,Married,$80K - $120K,Blue,34,6,11942.0,0.138
1,50,M,2,High School,Single,$120K +,Blue,42,1,34162.0,0.05
0,43,M,5,Graduate,Married,$60K - $80K,Blue,35,4,21585.0,0.046
0,58,M,2,Graduate,Married,$120K +,Blue,54,6,31680.0,0.057
1,48,F,4,High School,Married,Less than $40K,Blue,37,1,3607.0,0.0
0,41,M,4,Graduate,Single,$80K - $120K,Blue,33,1,31560.0,0.041
1,46,F,1,High School,Married,Less than $40K,Blue,42,5,1438.3,0.0
0,44,F,2,Post-Graduate,Married,Less than $40K,Blue,32,1,2540.0,0.615
0,50,F,3,Doctorate,Married,Less than $40K,Blue,41,3,2372.0,0.484
0,45,M,3,Graduate,Married,$80K - $120K,Blue,36,6,21630.0,0.0
0,56,M,3,Uneducated,Married,$120K +,Blue,43,5,5188.0,0.145
0,54,F,3,Uneducated,Single,Less than $40K,Blue,36,5,4542.0,0.298
0,48,F,2,Uneducated,Divorced,$40K - $60K,Silver,39,2,21754.0,0.0
0,53,M,2,Uneducated,Married,$40K - $60K,Blue,47,3,5579.0,0.255
0,60,F,0,College,Married,Less than $40K,Blue,49,5,1634.0,0.707
0,43,F,3,College,Single,Less than $40K,Blue,30,3,2023.0,0.658
1,48,M,2,High School,Single,$60K - $80K,Blue,36,4,1641.0,0.0
0,54,F,4,Post-Graduate,Married,Less than $40K,Blue,49,3,2802.0,0.792
1,49,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3,1914.0,0.0
0,35,F,2,Graduate,Married,$40K - $60K,Blue,36,4,3454.0,0.464
0,63,M,2,High School,Married,$80K - $120K,Blue,51,4,6922.0,0.246
0,40,F,3,College,Single,Less than $40K,Blue,29,4,5716.0,0.109
